id,gender,age,date,course_name,before_arousal,before_subjective_preparation,before_anger,before_hate,before_contempt,before_disgust,before_fear,before_disappointment,before_shame,before_regret,before_guilt,before_sadness,before_compassion,before_relief,before_admiration,before_love,before_contentment,before_pleasure,before_joy,before_pride,before_amusement,before_interest,before_other_emotion,after_arousal,after_subjective_performance,after_anger,after_hate,after_contempt,after_disgust,after_fear,after_disappointment,after_shame,after_regret,after_guilt,after_sadness,after_compassion,after_relief,after_admiration,after_love,after_contentment,after_pleasure,after_joy,after_pride,after_amusement,after_interest,after_other_emotion,permission,data_recorder,course_code,credit,semester,requirement,course_level,course_prequisit,lecturer_name,lecturer_email,course_language,grade
332,female,20,########,Filozófia- és pszichológiatörténet,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
345,female,19,########,Filozófia- és pszichológiatörténet,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,4
300,female,18,########,Filozófia- és pszichológiatörténet,4,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
28,male,22,########,Filozófia- és pszichológiatörténet,5,3,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
33,male,21,########,Filozófia- és pszichológiatörténet,3,1,2,2,1,1,2,4,3,4,4,1,3,3,1,1,3,4,3,1,NA,2,NA,1,4,1,2,2,2,1,1,NA,3,3,2,2,3,3,1,2,4,3,3,3,5,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
250,male,20,########,Filozófia- és pszichológiatörténet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stressed,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,3,NA,NA,NA,2,NA,NA,NA,3,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
399,female,22,########,Filozófia- és pszichológiatörténet,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
217,male,20,########,Filozófia- és pszichológiatörténet,5,2,5,NA,NA,NA,5,5,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,3,NA,NA,NA,4,4,4,4,NA,5,5,5,2,2,2,2,3,NA,3,NA,5,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,2
354,female,22,########,Filozófia- és pszichológiatörténet,2,2,1,1,2,2,3,4,4,4,4,3,4,2,3,3,3,3,3,3,3,3,NA,NA,NA,NA,2,NA,NA,4,3,2,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
365,female,26,########,Filozófia- és pszichológiatörténet,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
190,female,19,########,Filozófia- és pszichológiatörténet,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none of these,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,3,3,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,3
123,female,19,########,Filozófia- és pszichológiatörténet,4,3,NA,NA,NA,NA,3,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,2,2,NA,NA,3,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,4
433,female,20,########,Filozófia- és pszichológiatörténet,4,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,3,NA,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,4,NA,4,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
13,female,20,########,Filozófia- és pszichológiatörténet,5,2,NA,NA,NA,NA,5,3,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
341,female,21,########,Filozófia- és pszichológiatörténet,NA,NA,3,3,3,2,4,4,3,4,4,3,2,2,3,3,3,3,2,2,2,3,NA,NA,NA,2,2,2,1,1,3,3,4,3,3,2,3,1,1,2,2,1,1,1,1,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
235,female,20,########,Filozófia- és pszichológiatörténet,4,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,5,3,2,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
82,female,23,########,Filozófia- és pszichológiatörténet,4,3,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,3,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
55,female,22,########,Filozófia- és pszichológiatörténet,5,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,3,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
65,female,19,########,Filozófia- és pszichológiatörténet,4,2,1,1,1,1,1,1,1,3,3,1,1,1,3,5,2,1,1,1,2,3,NA,4,2,1,1,1,1,1,2,1,3,3,1,1,1,1,5,2,2,3,3,1,2,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,2
27,female,19,########,Filozófia- és pszichológiatörténet,3,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,NA,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,1,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
284,female,19,########,Filozófia- és pszichológiatörténet,4,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,1,1,NA,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
408,female,20,########,Filozófia- és pszichológiatörténet,4,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irgalom,2,2,NA,NA,NA,NA,NA,4,3,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,2
254,NA,NA,########,Filozófia- és pszichológiatörténet,4,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,3,4,4,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,3
394,female,18,########,Filozófia- és pszichológiatörténet,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none of these,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none of these,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
120,female,19,########,Filozófia- és pszichológiatörténet,3,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,5,3,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
110,female,18,########,Filozófia- és pszichológiatörténet,4,3,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,2,3,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
174,female,18,########,Filozófia- és pszichológiatörténet,4,3,3,1,3,4,4,3,1,1,3,2,3,3,1,2,3,2,2,3,1,3,NA,3,4,NA,NA,NA,NA,NA,1,NA,4,NA,2,NA,5,1,NA,NA,5,NA,4,NA,2,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
118,female,20,########,Filozófia- és pszichológiatörténet,4,2,4,NA,NA,NA,4,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,NA,NA,4,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,4
143,female,20,########,Filozófia- és pszichológiatörténet,4,2,NA,NA,NA,NA,3,3,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
392,female,19,########,Filozófia- és pszichológiatörténet,3,3,3,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,4,3,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
306,female,20,########,Filozófia- és pszichológiatörténet,3,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,4,4,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
11,female,20,########,Filozófia- és pszichológiatörténet,4,2,NA,3,NA,2,5,4,3,4,4,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,4,2,2,NA,NA,NA,4,3,3,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,3
115,female,18,########,Filozófia- és pszichológiatörténet,3,4,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,NA,2,2,2,2,1,1,4,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
131,female,20,########,Filozófia- és pszichológiatörténet,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,4,NA,5,4,4,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,4
410,female,19,########,Filozófia- és pszichológiatörténet,3,2,4,2,5,5,5,3,4,3,3,1,2,2,1,1,1,1,1,1,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
298,male,22,########,Filozófia- és pszichológiatörténet,2,2,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,3,NA,3,NA,4,2,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,3
246,female,19,########,Filozófia- és pszichológiatörténet,3,2,NA,NA,NA,NA,5,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,3
368,female,18,########,Filozófia- és pszichológiatörténet,4,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,4,NA,4,4,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,5,NA,5,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,4
62,female,19,########,Filozófia- és pszichológiatörténet,4,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,4,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,4,NA,3,NA,NA,NA,NA,5,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
304,female,21,########,Filozófia- és pszichológiatörténet,4,1,2,NA,NA,NA,5,NA,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
248,female,19,########,Filozófia- és pszichológiatörténet,5,4,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,4
183,female,19,########,Filozófia- és pszichológiatörténet,3,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,5,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,5,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,4
158,female,19,########,Filozófia- és pszichológiatörténet,3,2,1,NA,NA,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,NA,2,2,1,NA,NA,1,1,1,NA,2,2,2,1,1,1,1,1,1,1,1,1,1,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,3
293,female,19,########,Filozófia- és pszichológiatörténet,4,3,NA,NA,NA,NA,5,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,4,2,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
51,female,28,########,Filozófia- és pszichológiatörténet,4,2,NA,NA,NA,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elfogadás,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,1
441,female,NA,########,Filozófia- és pszichológiatörténet,NA,NA,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,4
213,male,21,########,Filozófia- és pszichológiatörténet,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,4
89,female,19,########,Filozófia- és pszichológiatörténet,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,3
117,female,21,########,Filozófia- és pszichológiatörténet,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
92,female,20,########,Filozófia- és pszichológiatörténet,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,other,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,3,4,4,4,5,other,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,4
333,female,23,########,Filozófia- és pszichológiatörténet,4,2,NA,NA,NA,NA,3,NA,2,4,4,NA,NA,3,NA,NA,NA,NA,3,NA,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,5,2,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
357,female,19,########,Filozófia- és pszichológiatörténet,3,4,1,1,1,1,2,2,1,2,2,2,1,2,2,2,3,3,3,3,2,3,NA,4,4,1,1,1,1,2,1,1,2,2,2,2,4,3,3,3,3,3,3,3,2,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,5
376,female,18,########,Filozófia- és pszichológiatörténet,3,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,2
279,female,19,########,Filozófia- és pszichológiatörténet,3,4,NA,NA,2,NA,3,NA,NA,1,1,NA,2,4,NA,NA,4,2,3,3,NA,3,NA,2,3,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,3,3,3,NA,4,NA,1,Erlend,PSZB09-101; PSZB17-101,3,2018/19/1,Kollokvium (5),BA,NA,Aczél Balázs,aczel.balazs@ppk.elte.hu,Hungarian,NA
125,female,25,########,A kutatásmódszertan alapjai,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,2,1,3,3,NA,3,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,NA,NA,NA,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,5
118,female,20,########,A kutatásmódszertan alapjai,3,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,2,NA,NA,NA,NA,3,3,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,5
380,male,19,########,A kutatásmódszertan alapjai,2,2,NA,NA,NA,NA,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,5
27,female,19,########,A kutatásmódszertan alapjai,2,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,4,NA,4,3,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,2
349,female,19,########,A kutatásmódszertan alapjai,4,4,3,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,NA,NA,3,NA,3,NA,3,3,NA,NA,NA,PSZB17-104; PSZB09-305,4,2018/19/1,Kollokvium (5),BA,NA,Magyaródi Tímea,magyarodi.timea@ppk.elte.hu,Hungarian,3
